11;POLARIS 40 WP;Membrillo;Escama de San José;Diaspidiotus perniciosus;80 - 100 g/100L;"Usar la dosis mayor sobre Escama de San José, próximo o durante el periodo de migración de ninfas (Noviembre y enero).
La dosis menor se recomienda en Enero para Escama de San
José. En el resto de las plagas, aplicar al aparecer el problema o según monitoreo. Para el control de Escama de San José, aplicar también a salidas de invierno y/o poscosecha.
Cubrimiento sugerido 2000 L/ha

Carencia Membrillo 30 dias.";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
12;POLARIS 40 WP;Membrillo;Polilla de la manzana;Epiphyas postvittana;80 - 100 g/100L;Carencia Membrillo 30 dias.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
13;POLARIS 40 WP;Membrillo;Gusano de los penachos;Orgyia antiqua;80 - 100 g/100L;Carencia Membrillo 30 dias.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
14;POLARIS 40 WP;Membrillo;Pulgón del manzano;Eriosoma lanigerum;80 - 100 g/100L;Carencia Membrillo 30 dias.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
15;POLARIS 40 WP;Membrillo;Psílido del peral;Cacopsylla pyri;80 - 100 g/100L;Carencia Membrillo 30 dias.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
16;POLARIS 40 WP;Damasco;Escama de San José;Diaspidiotus perniciosus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
17;POLARIS 40 WP;Damasco;Polilla oriental de la fruta;Cydia molesta;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
18;POLARIS 40 WP;Damasco;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
19;POLARIS 40 WP;Damasco;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
20;POLARIS 40 WP;Damasco;Trips californiano;Frankliniella occidentalis;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
21;POLARIS 40 WP;Damasco;Burrito;Naupactus xanthographus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
22;POLARIS 40 WP;Damasco;Chape del cerezo;Caliroa cerasi;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
23;POLARIS 40 WP;Ciruelo;Escama de San José;Diaspidiotus perniciosus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
24;POLARIS 40 WP;Ciruelo;Polilla oriental de la fruta;Cydia molesta;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
25;POLARIS 40 WP;Ciruelo;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
26;POLARIS 40 WP;Ciruelo;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
27;POLARIS 40 WP;Ciruelo;Trips californiano;Frankliniella occidentalis;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
28;POLARIS 40 WP;Ciruelo;Burrito;Naupactus xanthographus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
29;POLARIS 40 WP;Ciruelo;Chape del cerezo;Caliroa cerasi;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
30;POLARIS 40 WP;Nogal;Escama de San José;Diaspidiotus perniciosus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
31;POLARIS 40 WP;Nogal;Polilla oriental de la fruta;Cydia molesta;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
32;POLARIS 40 WP;Nogal;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
33;POLARIS 40 WP;Nogal;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
34;POLARIS 40 WP;Nogal;Trips californiano;Frankliniella occidentalis;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
35;POLARIS 40 WP;Nogal;Burrito;Naupactus xanthographus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
36;POLARIS 40 WP;Nogal;Chape del cerezo;Caliroa cerasi;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
37;POLARIS 40 WP;Almendro;Escama de San José;Diaspidiotus perniciosus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
38;POLARIS 40 WP;Almendro;Polilla oriental de la fruta;Cydia molesta;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
39;POLARIS 40 WP;Almendro;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
40;POLARIS 40 WP;Almendro;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
41;POLARIS 40 WP;Almendro;Trips californiano;Frankliniella occidentalis;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
42;POLARIS 40 WP;Almendro;Burrito;Naupactus xanthographus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
43;POLARIS 40 WP;Almendro;Chape del cerezo;Caliroa cerasi;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
44;POLARIS 40 WP;Cerezo;Escama de San José;Diaspidiotus perniciosus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
45;POLARIS 40 WP;Cerezo;Polilla oriental de la fruta;Cydia molesta;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
46;POLARIS 40 WP;Cerezo;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
47;POLARIS 40 WP;Cerezo;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
48;POLARIS 40 WP;Cerezo;Trips californiano;Frankliniella occidentalis;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
49;POLARIS 40 WP;Cerezo;Burrito;Naupactus xanthographus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
50;POLARIS 40 WP;Cerezo;Chape del cerezo;Caliroa cerasi;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
51;POLARIS 40 WP;Duraznero;Escama de San José;Diaspidiotus perniciosus;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl. 
Para el control de Escama de San José, aplicar durante el período de migración de ninfas. 
Cubrimientos sugerido 1500 L/ha.";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
52;POLARIS 40 WP;Duraznero;Polilla oriental de la fruta;Cydia molesta;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
53;POLARIS 40 WP;Duraznero;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
54;POLARIS 40 WP;Duraznero;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
55;POLARIS 40 WP;Duraznero;Trips californiano;Frankliniella occidentalis;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
56;POLARIS 40 WP;Duraznero;Burrito;Naupactus xanthographus;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
57;POLARIS 40 WP;Duraznero;Chape del cerezo;Caliroa cerasi;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
58;POLARIS 40 WP;Nectarino;Escama de San José;Diaspidiotus perniciosus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
59;POLARIS 40 WP;Nectarino;Polilla oriental de la fruta;Cydia molesta;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
60;POLARIS 40 WP;Nectarino;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
61;POLARIS 40 WP;Nectarino;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
62;POLARIS 40 WP;Nectarino;Trips californiano;Frankliniella occidentalis;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
63;POLARIS 40 WP;Nectarino;Burrito;Naupactus xanthographus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
64;POLARIS 40 WP;Nectarino;Chape del cerezo;Caliroa cerasi;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
65;POLARIS 40 WP;Olivo;Conchuela negra;Saissetia oleae;100 g/100L;"Para control de Conchuela negra del olivo, aplicar desde diciembre a febrero. 
Cubrimiento su sugerido 2000 L/ha  ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
66;POLARIS 40 WP;Olivo;Escama blanca;Aspidiotus nerii ;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
67;POLARIS 40 WP;Olivo;Chanchitos blancos;Pseudococcus viburni ;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
68;POLARIS 40 WP;Olivo;Trips;Thysanoptera;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
69;POLARIS 40 WP;Níspero;Conchuela negra;Saissetia oleae;100 g/100L;"Para control de Conchuela negra del olivo, 
aplicar desde diciembre a febrero.
Cubrimiento su sugerido 2000 L/ha   ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
70;POLARIS 40 WP;Níspero;Escama blanca;Aspidiotus nerii ;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
71;POLARIS 40 WP;Níspero;Chanchitos blancos;Pseudococcus viburni ;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
72;POLARIS 40 WP;Níspero;Trips;Thysanoptera;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
73;POLARIS 40 WP;Ajo;Pulgón ;Myzus persicae;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
74;POLARIS 40 WP;Ajo;Langostino;E. Curveola;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
75;POLARIS 40 WP;Ajo;Trips ;T. Tabaci;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
76;POLARIS 40 WP;Ajo;Polilla del tomate;Tuta absoluta;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
77;POLARIS 40 WP;Ajo;Polilla de la papa;"Phthorimaea
operculella";0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
